real_name,id,description,image,location,color,scientific_name,order,family,general_name,habitat,food,nesting,behavior,conservation,aab_description
Scarlet Tanager,scatan,"Adult males are brilliant red with black wings and tail. Females and nonbreeding males are dull yellow-olive with gray or black wings. Breeds in forested areas. Song is burry series of notes, like a robin with a sore throat. Winters in South America. Occasionally visits feeders in the spring, especially after periods of rain. Prefers oranges or grape jelly.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67449631/900,"NA,SA",Red,Piranga olivacea,Passeriformes,Cardinalidae,Cardinals,Forests,Insects,Tree,Foliage Gleaner,Low Concern,"Male Scarlet Tanagers are among the most blindingly gorgeous birds in an eastern forest in summer, with blood-red bodies set off by jet-black wings and tail. They’re also one of the most frustratingly hard to find as they stay high in the forest canopy singing rich, burry songs. The yellowish-green, dark-winged females can be even harder to spot until you key in on this bird’s chick-burr call note. In fall, males trade red feathers for yellow-green and the birds take off for northern South America."
Scott's Oriole,scoori,"This black-and-yellow oriole prefers areas where yuccas are plentiful, often on steep hillsides. Males have a black back, head, and breast, and a yellow bellyand shoulder. Wings are black with a white wingbar and yellow shoulder patch on adult males. Females are duller with mottled greenish-gray head and back, often retaining some black on breast and throat. Young birds quite dull with streaks on the back. Listen for its whistled song, a rather fast series of clear notes. Feeds on insects, nectar, and fruit.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/40259851/900,NA,Yellow,Icterus parisorum,Passeriformes,Icteridae,Orioles,Open Woodlands,Insects,Tree,Foliage Gleaner,Low Concern,"In the arid Southwest, few birds stand out as brightly as the male Scott’s Oriole, which lights up the desert's earth tones with rich lemon-and-black plumage. This gifted and frequent singer inhabits high deserts and the mountain slopes adjacent to them, where it nests and forages in tall yuccas, palms, junipers, and pinyon pines, restlessly moving about in pairs or small groups in search of invertebrates, nectar, and fruit. It’s particularly closely associated with yuccas, where it forages for insects and nectar and gathers fibers for its nests."
Semipalmated Plover,semplo,"Small shorebird; smaller than Killdeer. Brown above and white below, with a single black breast band. Short bill with orange base and black tip. Often appears stocky with no neck. Feeds on mudflats and beaches, often mixed with other shorebirds. Even when in a flock, individuals are typically spread out rather than remaining in a tight unit.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64809171/900,"NA,SA,EU",Brown,Charadrius semipalmatus,Charadriiformes,Charadriidae,Plovers,Shorelines,Aquatic Invertebrates,Ground,Ground Forager,Low Concern,"The cheerful whistle of a Semipalmated Plover coursing over a mudflat or picking through a plowed field is often the first sign that these small shorebirds are present. They look like miniature Killdeer, but with only one black band across the breast. Their brown backs blend especially well with dark backgrounds, but their run-and-stop foraging style helps to pick them out. These alert foragers tend to stick to mudflats, sandbars, and fields rather than steep or rocky beaches."
Semipalmated Sandpiper,semsan,"Small shorebird, falls into group called ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64824531/900,"NA,SA,EU,AF",Brown,Calidris pusilla,Charadriiformes,Scolopacidae,Sandpipers,Shorelines,Aquatic Invertebrates,Ground,Ground Forager,Declining,"Of the many small sandpipers known as ""peeps,"" the Semipalmated Sandpiper is the most familiar species in eastern North America. Look for this tiny shorebird, barely bigger than a sparrow, at classic coastal migration spots as well as in reliable shorebird patches inland. These small but assertive sandpipers seem to be in constant movement, rapidly pecking for tiny prey on mudflats and endlessly chasing off other ""semis"" that attempt to feed near them. Their numbers have declined recently, landing the species on the Yellow Watch List."
Short-eared Owl,sheowl,"Medium-sized owl, more frequently seen in the daytime than other owls. Especially active around dawn and dusk, when it flies lazily over open fields or marshes in search of small mammals. Overall rather pale brown, palest on belly, with streaks and spots on wings and chest. Large buffy patch near the wingtips easily visible in flight. Females darker brown than males. Rarely heard vocalizing away from breeding grounds, where it makes a low series of hoots and a variety of harsh barking noises.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/37180721/900,"NA,SA,EU,AS,AF",Brown,Asio flammeus,Strigiformes,Strigidae,Owls,Grasslands,Mammals,Ground,Aerial Dive,Common Bird in Steep Decline,"This open-country hunter is one of the world's most widely distributed owls, and among the most frequently seen in daylight. Don't look too eagerly for the ear tufts, which are so short they're often invisible. More conspicuous features are its black-rimmed yellow eyes staring out from a pale facial disk. These birds course silently over grasslands on broad, rounded wings, especially at dawn and dusk. They use acute hearing to hunt small mammals and birds."
Sharp-shinned Hawk,shshaw,"Small hawk with relatively short rounded wings. Adults are gray above with pale orange barring below; immatures are browner and streaky. Very similar to Cooper's Hawk, especially in plumage, but smaller overall with smaller head, more squared-off tail, and more petite feet. Also note quicker, snappier wingbeats. Breeds in extensive forests. Feeds mainly on birds captured in flight. Often stalks feeders in search of prey.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/70780501/900,"NA,SA",Black,Accipiter striatus,Accipitriformes,Accipitridae,Accipiters,Forests,Birds,Tree,Aerial Dive,Low Concern,"A tiny hawk that appears in a blur of motion—and often disappears in a flurry of feathers. That’s the Sharp-shinned Hawk, the smallest hawk in Canada and the United States and a daring, acrobatic flier. These raptors have distinctive proportions: long legs, short wings, and very long tails, which they use for navigating their deep-woods homes at top speed in pursuit of songbirds and mice. They’re easiest to spot in fall on their southward migration, or occasionally at winter feeders."
Snow Bunting,snobun,"Bold black-and-white wing patches are distinctive in flight. Breeds on tundra at northern latitudes; forms flocks in the winter and moves south. Nonbreeding birds are overall white below with warm brown and orange tones on head and back. During the breeding season they are white with black or gray on the back. Often forms mixed flocks with other field birds in the winter.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67450281/900,"NA,EU,AS",White,Plectrophenax nivalis,Passeriformes,Calcariidae,Buntings,Grasslands,Seeds,Ground,Ground Forager,Common Bird in Steep Decline,"Cold and dark winter days come alive with the flurry of black-and-white Snow Buntings tumbling in flight across barren fields and lakeshores. These restless birds flock up by the hundreds in winter, scattering across Canada and the United States. Snow Buntings breed in the high Arctic among rocky crevices where their crisp white plumage blends in with the snowy landscape. In the winter they acquire rusty tones that help them blend in with their winter homes of bare ground and crop stubble."
Snow Goose,snogoo,"All white with black wingtips. Pink bill and legs. Immatures have dusky smudging. “Blue Goose” is a dark morph with a blackish body and white face. Often travels in flocks of hundreds, but individuals may be found with other geese species.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/59939451/900,"NA,EU,AS",White,Anser caerulescens,Anseriformes,Anatidae,Geese,Lakes and Ponds,Plants,Ground,Ground Forager,Low Concern,"Watching huge flocks of Snow Geese swirl down from the sky, amid a cacophony of honking, is a little like standing inside a snow globe. These loud, white-and-black geese can cover the ground in a snowy blanket as they eat their way across fallow cornfields or wetlands. Among them, you might see a dark form with a white head—a color variant called the “Blue Goose.” Snow Geese have skyrocketed in numbers and are now among the most abundant waterfowl on the continent."
Solitary Sandpiper,solsan,"Often alone. Smaller than Lesser Yellowlegs, with greener legs. Generally gray above and white below, with fine white speckling on wings and usually distinctive white spectacles. Tips body like Spotted Sandpiper, but movement isn't as quick and dramatic. Spring migration is short and fast, more likely to be seen in fall in the continental U.S. Winters in Central and South America.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64834191/900,"NA,SA,EU",Brown,Tringa solitaria,Charadriiformes,Scolopacidae,Sandpipers,Marshes,Aquatic Invertebrates,Tree,Probing,Low Concern,"The natty Solitary Sandpiper, with its olive-gray wings, black-and-white tail, and bold eyering, is a distinctive exception among the many lookalike sandpipers. Its helpful habit of bobbing the back half of its body or trembling its tail (and often feet) while foraging make it instantly recognizable. In flight, look for blackish underwings against a white belly, a pattern unique among North American shorebirds. As the name suggests, this species is normally seen singly. On migration, it turns up very widely, even in very small or temporary wetlands."
Song Sparrow,sonspa,"One of the most common and widespread sparrows. Found in a variety of scrubby habitats both near and far from human development. Significant variation in plumage geographically. Look for thick brown streaks on whitish breast. Larger, longer-tailed and more rusty than Savannah Sparrow. Frequently visits feeders.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/66116661/900,NA,Brown,Melospiza melodia,Passeriformes,Passerellidae,Sparrows,Open Woodlands,Insects,Shrub,Ground Forager,Low Concern,"A rich, russet-and-gray bird with bold streaks down its white chest, the Song Sparrow is one of the most familiar North American sparrows. Don’t let the bewildering variety of regional differences this bird shows across North America deter you: it’s one of the first species you should suspect if you see a streaky sparrow in an open, shrubby, or wet area. If it perches on a low shrub, leans back, and sings a stuttering, clattering song, so much the better."
Sora,sora,"Fairly small rail; short yellow bill, black face, and gray neck distinctive. Found in marshes with grasses or reeds; generally shy but often seen foraging at the edge of shallow water. Buffy juvenile often mistaken for much more secretive Yellow Rail; note different back pattern and the fact that if you see the bird well enough to actually note the back pattern, it is probably not a Yellow Rail. Common call is a descending high-pitched whinny; also gives a whistled ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/164608031/900,"NA,SA,EU",Brown,Porzana carolina,Gruiformes,Rallidae,Rails,Marshes,Seeds,Floating,Ground Forager,Low Concern,"A descending whinny emanates from the depths of cattails and rushes, but the source of this sound rarely shows itself. This secretive brown-and-gray marsh bird is a Sora, but drab it is not. When it finally pokes its head out of the reeds its bright yellow bill might have you thinking about Halloween candy corns. The Sora walks slowly through shallow wetlands a bit like a chicken that has had too much coffee, nervously flicking its tail and exposing the white feathers below."
Spotted Sandpiper,sposan,"Small shorebird. Constantly bobs its tail while working edges of streams, ponds, and lakes for invertebrates. Several individuals may be found at the same body of water, but never forms tight flocks. Underparts spotted in summer; plain in winter. Listen for two- or three-noted whistled call as they flush from shorelines. Distinctive wingbeats: snappy and below horizontal.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64833231/900,"NA,SA,EU",Brown,Actitis macularius,Charadriiformes,Scolopacidae,Sandpipers,Shorelines,Small Animals,Ground,Probing,Low Concern,"The dapper Spotted Sandpiper makes a great ambassador for the notoriously difficult-to-identify shorebirds. They occur all across North America, they are distinctive in both looks and actions, and they're handsome. They also have intriguing social lives in which females take the lead and males raise the young. With their richly spotted breeding plumage, teetering gait, stuttering wingbeats, and showy courtship dances, this bird is among the most notable and memorable shorebirds in North America."
Spotted Towhee,spotow,"Large, striking, long-tailed sparrow of western North America, from Canada to Mexico. Black above with white spots on wings and back, bright rufous sides, and white belly. Eye is staring red. In flight, note white corners on tail. Forages primarily by hopping along ground, scraping away leaf litter. Inhabits scrubby areas and forest edges with thickets. Males sing from atop shrubs and low trees. Visits feeders.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64991441/900,NA,Black,Pipilo maculatus,Passeriformes,Passerellidae,Towhees,Scrub,Omnivore,Ground,Ground Forager,Low Concern,"The Spotted Towhee is a large, striking sparrow of sun-baked thickets of the West. When you catch sight of one, they’re gleaming black above (females are grayish brown), spotted and striped with brilliant white. Their warm rufous flanks match the dry leaves they spend their time hopping around in. The birds can be hard to see in the leaf litter, so your best chance for an unobstructed look at this handsome bird may be in the spring, when males climb into the shrub tops to sing their buzzy songs."
Steller's Jay,stejay,"Half black, half blue. Long, black crest. Found in evergreen forests of western United States south through Mexico to Nicaragua. Larger than a robin, smaller than a crow. Populations in the Interior have more white above eye than Pacific populations. Often in flocks and calling frequently. Regularly visits feeders, campgrounds and picnic areas. 

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/70582731/900,NA,Blue,Cyanocitta stelleri,Passeriformes,Corvidae,Jays,Forests,Omnivore,Tree,Ground Forager,Low Concern,"A large, dark jay of evergreen forests in the mountainous West. Steller’s Jays are common in forest wildernesses but are also fixtures of campgrounds, parklands, and backyards, where they are quick to spy bird feeders as well as unattended picnic items. When patrolling the woods, Steller’s Jays stick to the high canopy, but you’ll hear their harsh, scolding calls if they’re nearby. Graceful and almost lazy in flight, they fly with long swoops on their broad, rounded wings."
Swainson's Hawk,swahaw,"Longer-winged than Red-tailed Hawk, but otherwise the same size. Found in prairies and agricultural regions of western U.S. and Canada in warm months. Varies in color from rather pale with white belly to completely brown. Light morph is more common with brown breast band contrasting with white throat and belly. In flight from below, note dark primaries and secondaries contrasting with whitish forewing of light morph. Winters in South America and along Pacific coast of Central America. Extremely rare in U.S. in winter.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/71545031/900,"NA,SA",Black,Buteo swainsoni,Accipitriformes,Accipitridae,Hawks,Grasslands,Mammals,Tree,Soaring,Low Concern,"A classic species of the open country of the Great Plains and the West, Swainson’s Hawks soar on narrow wings or perch on fence posts and irrigation spouts. These elegant gray, white, and brown hawks hunt rodents in flight, wings held in a shallow V, or even run after insects on the ground. In fall, they take off for Argentine wintering grounds—one of the longest migrations of any American raptor—forming flocks of hundreds or thousands as they travel."
Swamp Sparrow,swaspa,"Slightly smaller than Song Sparrow, looks duller and blurrier overall. Breast is plain gray; immatures sometimes show faint, blurry streaks. Wings are brighter rufous (reddish-brown) than other sparrows. Breeds in cattail marshes and other wetlands; found in a vareity of shrubby habitats during migration and winter, but often in wet areas. Typically not in flocks with other sparrows. Beware of juvenile Song Sparrow, but Swamp typically doesn't show such distinct streaking. Rarely visits feeders.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64985151/900,NA,Brown,Melospiza georgiana,Passeriformes,Passerellidae,Sparrows,Marshes,Insects,Shrub,Ground Forager,Low Concern,"Swamp Sparrows provide sweet accompaniment to spring mornings in boreal bogs, sedge swamps, cattail marshes, and wet brushy meadows. Their clear, mellifluous trills resonate through wetlands from central Canada to the eastern United States, where Swamp Sparrows are fairly common but often hidden among aquatic plants. A vivid rusty cap and wings, combined with subtler browns, grays, buff, and black of the body, simultaneously blend with their marshy habitats and make them gloriously attractive in earth tones."
Swainson's Thrush,swathr,"Uniform medium-brown above from head to tail. Distinctive pale, buffy eyering and face separates Swainson's from other thrushes. Spots are concentrated and clearly defined on upper breast, becoming smudgier towards belly. Breeds in the boreal forest. Migrates to South America for winter; very rare in the U.S. after October, unlike Hermit Thrush. Its song is flute-like, ascending spiral like Veery in reverse.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67460821/900,"NA,SA",Brown,Catharus ustulatus,Passeriformes,Turdidae,Thrushes,Forests,Insects,Shrub,Foliage Gleaner,Low Concern,"More likely to be heard than seen, Swainson’s Thrushes enliven summer mornings and evenings with their upward-spiraling, flutelike songs. During fall and spring migration, their soft, bell-like overhead “peeps” may be mistaken for the calls of frogs. These largely arboreal foragers pluck berries, glean bugs from leaves, or perch on branches and stumps. They also bound across the forest floor to catch insect prey. They breed in the north and the mountainous West, but they become very widespread during migration."
Tree Swallow,treswa,"Common and widespread swallow that is found in a variety of open habitats like fields and wetlands. Adults are iridescent blue-green above (dark in poor light) and bright white below; immatures are duller. They forage on the wing for insects, often giving cheery gurgling calls. Nests in cavities, especially bluebird boxes.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68280061/900,NA,Blue,Tachycineta bicolor,Passeriformes,Hirundinidae,Swallows,Lakes and Ponds,Insects,Cavity,Aerial Forager,Low Concern,"Handsome aerialists with deep-blue iridescent backs and clean white fronts, Tree Swallows are a familiar sight in summer fields and wetlands across northern North America. They chase after flying insects with acrobatic twists and turns, their steely blue-green feathers flashing in the sunlight. Tree Swallows nest in tree cavities; they also readily take up residence in nest boxes. This habit has allowed scientists to study their breeding biology in detail, and makes them a great addition to many a homeowner’s yard or field."
Trumpeter Swan,truswa,"Huge white bird with long neck and all-black bill. Immatures dusky gray-brown with pink on bill. Forages in shallow, vegetated wetlands reaching under the water for plants, and walks through corn stubble. Breeds in freshwater marshes and ponds. Winters on any open body of water where food is available. Extremely similar to Tundra Swan, but never shows yellow on bill. Also, note subtle features of face: facial skin is relatively broad where it meets eye, so the eye doesn't stand out, and border between white face and black bill is straight (curved on Tundra). From head-on, the border of the bill and forehead is usually pointed (straight or curved on Tundra). Often in pairs or family groups. Almost went extinct in early 20th century, but population has rebounded and been reintroduced to some areas.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/59954771/900,NA,White,Cygnus buccinator,Anseriformes,Anatidae,Swans,Lakes and Ponds,Plants,Ground,Dabbler,Low Concern,"Trumpeter Swans demand superlatives: they’re our biggest native waterfowl, stretching to 6 feet in length and weighing more than 25 pounds - almost twice as massive as a Tundra Swan. Getting airborne requires a lumbering takeoff along a 100-yard runway. Despite their size, this once-endangered, now recovering species is as elegant as any swan, with a graceful neck and snowy-white plumage. They breed on wetlands in remote Alaska, Canada, and the northwestern U.S., and winter on ice-free coastal and inland waters."
Tufted Titmouse,tuftit,"Common backyard bird in the eastern U.S. Look for its overall gray plumage with paler underparts and orangey sides. Crest is gray, but forehead is black. Often in flocks with chickadees and other songbirds. Listen for clear, whistled ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/63745741/900,NA,Gray,Baeolophus bicolor,Passeriformes,Paridae,Titmice,Forests,Insects,Cavity,Foliage Gleaner,Low Concern,"A little gray bird with an echoing voice, the Tufted Titmouse is common in eastern deciduous forests and a frequent visitor to feeders. The large black eyes, small, round bill, and brushy crest gives these birds a quiet but eager expression that matches the way they flit through canopies, hang from twig-ends, and drop in to bird feeders. When a titmouse finds a large seed, you’ll see it carry the prize to a perch and crack it with sharp whacks of its stout bill."
Tundra Swan,tunswa,"Huge white bird with a long elegant neck. North American “Whistling” Tundras have a mostly black bill, with a yellow spot near the eye; Eurasian “Bewick’s” have a more evenly divided black-and-yellow bill. Immatures dusky gray-brown with pink on bill. Easily confused with Whooper and Trumpeter Swans where their ranges overlap; see those species’s accounts. Breeds on ponds and tundra in far north. Winters in large flocks on fresh or saltwater. Forages in shallow, vegetated wetlands, reaching under the water for plants, and walks through corn stubble. Gives loud echoing bugles, often while in flight.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/59956021/900,"NA,EU,AS",White,Cygnus columbianus,Anseriformes,Anatidae,Swans,Lakes and Ponds,Plants,Ground,Dabbler,Low Concern,"On wintry days, flocks of North America’s most numerous swans gather on lakes and estuaries or descend out of gray skies. A characteristic whistling in their wings led Meriwether Lewis to call them “whistling swans,” a name still in use. These elegant creatures - slightly smaller than our other native species, the Trumpeter Swan - nest on arctic tundra and visit the U.S. only on migration and in winter. Most have a smudge of yellow at the base of their black bill, but otherwise are pure white."
Veery,veery,"Warm-colored thrush, with bright reddish-brown tones above, buffy breast, and white belly. Spots are indistinct and washed out, concentrating on upper breast. Beautiful song is cascading spiral of flute-like notes. Found in a variety of wooded habitats, often favoring wetter areas. Winters in South and Central America; very rare in the U.S. after October, unlike Hermit Thrush.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67469161/900,"NA,SA",Brown,Catharus fuscescens,Passeriformes,Turdidae,Thrushes,Forests,Insects,Ground,Ground Forager,Low Concern,"This small forest thrush gets its name from the cascade of “veer” notes that make up its ethereal, reedy song—a common sound at dusk and dawn in summer in the damp northern woods. Most Veeries are a warm cinnamon brown above, with delicate spots on the throat; though far northwestern and northeastern populations are darker brown. These birds hop through the forest understory as they forage for insects and fruit. They spend winters in South America."
Vesper Sparrow,vesspa,"Large, drab, streaky sparrow of grasslands, second growth, and bare ground. Most distinctive in flight, when it flashes white outer tail feathers. Also note the thin white eyering and rufous shoulder (often hidden). Forages mainly on the ground. Song usually starts with a couple clear introductory notes, followed by a series of trills and chips.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64980841/900,NA,Brown,Pooecetes gramineus,Passeriformes,Passerellidae,Sparrows,Grasslands,Insects,Ground,Ground Forager,Low Concern,"The Vesper Sparrow inhabits grasslands and fields across much of the northern United States and Canada. This streaky brown sparrow has a thin white eyering and flashes white tail feathers in flight; two features unique to the Vesper Sparrow. Although its most characteristic feature is a small chestnut patch on the shoulder, it's often hidden from view. As its name suggests, it frequently sings in the twilight of vespers—a sweet series of musical slurs and trills."
Violet-green Swallow,vigswa,"Purple and green back (dark in poor light), white below. Females and immatures are duller on the back, can be dusky gray. Smaller and shorter-tailed than Tree Swallow; also note the extensive white cheek wrapping above the eye and white on rump sides. Often found near water. Nests in cavities.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68279821/900,NA,Green,Tachycineta thalassina,Passeriformes,Hirundinidae,Swallows,Open Woodlands,Insects,Cavity,Aerial Forager,Low Concern,"These aerial insectivores perform acrobatic stunts over lakes and streams high in the sky in search of flying insects. Violet-green Swallows can look dark at first, but their true colors come to life when sunlight illuminates their metallic green backs and iridescent purple rumps. They are a common sight in the West in spring and summer, but they vanish to Mexico and Central America for the winter. They can be distinguished from other swallows by the white patches on the sides of their rump and their white cheeks."
Warbling Vireo,warvir,"Drab gray bird lacks any distinctive features. Eyebrow is slightly paler than rest of head and underparts lack patterning. Monotonous warbling song is heard from treetops, particularly in riparian areas and cottonwoods throughout the summer. Winters in Central America.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/65763751/900,NA,Yellow,Vireo gilvus,Passeriformes,Vireonidae,Vireos,Open Woodlands,Insects,Tree,Foliage Gleaner,Low Concern,"The rich song of the Warbling Vireo is a common sound in many parts of central and northern North America during summer. It’s a great bird to learn by ear, because its fast, rollicking song is its most distinctive feature. Otherwise, Warbling Vireos are fairly plain birds with gray-olive upperparts and white underparts washed with faint yellow. They have a mild face pattern with a whitish stripe over the eye. They stay high in deciduous treetops, where they move methodically among the leaves hunting for caterpillars."
Western Bluebird,wesblu,"Adult males have dark blue head, back, and wings. Breast and sides are deep orange with orange sometimes bleeding onto back. Females are grayer overall with orange on breast, blue usually restricted to wings and tail. Favors fields with some trees and open woods. Often in small groups. Frequently perches on wires or fence posts. Nests in cavities. Range barely overlaps Eastern Bluebird, but note orange on back of males and grayer belly and sides of neck on female.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67472541/900,NA,Blue,Sialia mexicana,Passeriformes,Turdidae,Thrushes,Open Woodlands,Insects,Cavity,Flycatching,Low Concern,"In open parklands of the American West, brilliant blue-and-rust Western Bluebirds sit on low perches and swoop lightly to the ground to catch insects. Deep blue, rusty, and white, males are considerably brighter than the gray-brown, blue-tinged females. This small thrush nests in holes in trees or nest boxes and often gathers in small flocks outside of the breeding season to feed on insects or berries, giving their quiet, chortling calls. You can help out Western Bluebirds by placing nest boxes in your yard or park."
Western Grebe,wesgre,"Large grebe with very thin, long, yellow-green bill. Very long neck. Black cap extends below red eye. Long, gray body rides low in the water. Similar to Clark's Grebe, which shows white surrounding the eye, very bright yellow-orange bill, and paler gray sides. Breeds in marshes; mostly found on saltwater bays and open ocean in winter.

",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/65071971/900,NA,Black,Aechmophorus occidentalis,Podicipediformes,Podicipedidae,Grebes,Lakes and Ponds,Fish,Floating,Surface Dive,Declining,"Setting off crisp black-and-white plumage with a yellow bill and red eye, the slender Western Grebe is an elegant presence on lakes and ocean coasts of western North America. Along with its close relative, the Clark’s Grebe, it’s renowned for a ballet-like courtship display in which male and female “run” across the water in synchrony, their long necks curved in an S-shape. These waterbirds rarely come ashore, instead taking long dives to catch fish and other aquatic animals."
Western Kingbird,weskin,"Fairly large flycatcher, barely smaller than a robin. Favors open habitats with tall shrubs and trees. Usually seen on an obvious perch. Most similar to Cassin's Kingbird, with a gray head and yellow belly. Cassin's is not as widespread. Western is separated by paler gray head that fades to whiter throat and breast. Also note black tail with white edges (white stripe along vertical edge of outer tail feathers).",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/65683361/900,NA,Yellow,Tyrannus verticalis,Passeriformes,Tyrannidae,Flycatchers,Grasslands,Insects,Tree,Flycatching,Low Concern,"An eye-catching bird with ashy gray and lemon-yellow plumage, the Western Kingbird is a familiar summertime sight in open habitats across western North America. This large flycatcher sallies out to capture flying insects from conspicuous perches on trees or utility lines, flashing a black tail with white edges. Western Kingbirds are aggressive and will scold and chase intruders (including Red-tailed Hawks and American Kestrels) with a snapping bill and flared crimson feathers they normally keep hidden under their gray crowns."
Western Meadowlark,wesmea,Streaked brown above with distinctive black,https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67378741/900,NA,Brown,Sturnella neglecta,Passeriformes,Icteridae,Meadowlarks,Grasslands,Insects,Ground,Ground Forager,Low Concern,"The buoyant, flutelike melody of the Western Meadowlark ringing out across a field can brighten anyone’s day. Meadowlarks are often more easily heard than seen, unless you spot a male singing from a fence post. This colorful member of the blackbird family flashes a vibrant yellow breast crossed by a distinctive, black, V-shaped band. Look and listen for these stout ground feeders in grasslands, meadows, pastures, and along marsh edges throughout the West and Midwest, where flocks strut and feed on seeds and insects."
Western Sandpiper,wessan,"Small shorebird, falls into category called ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/64827111/900,"NA,SA,AS",Brown,Calidris mauri,Charadriiformes,Scolopacidae,Sandpipers,Shorelines,Aquatic Invertebrates,Ground,Ground Forager,Low Concern,"With rufous and gold markings on the head and wings, breeding adult Western Sandpipers are the most colorful of the tiny North American sandpipers known as “peeps.” This abundant shorebird gathers in flocks numbering in the hundreds of thousands in California and Alaska during spring migration. It’s among the continent’s great wildlife spectacles, particularly when they fly up and wheel about, exercising their wings (or fleeing from falcons on the hunt) before flying to remote nesting grounds in the Arctic."
Western Tanager,westan,Adult males are bright yellow with black back and red head. Females are dull yellow with grayish wings and two yellow wingbars. Breeds mainly in coniferous forests at higher elevation. Often high in trees; listen for male's burry song. Winters in Central America.,https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/67449081/900,NA,Yellow,Piranga ludoviciana,Passeriformes,Cardinalidae,Cardinals,Forests,Insects,Tree,Foliage Gleaner,Low Concern,"A clear look at a male Western Tanager is like looking at a flame: an orange-red head, brilliant yellow body, and coal-black wings, back and tail. Females and immatures are a somewhat dimmer yellow-green and blackish. These birds live in open woods all over the West, particularly among evergreens, where they often stay hidden in the canopy. Nevertheless, they’re a quintessential woodland denizen in summertime, where they fill the woods with their short, burry song and low, chuckling call notes."
Western Wood-Pewee,wewpew,"Drab grayish flycatcher found in forested areas and edges. Usually seen on a high perch as it watches for prey, then sallies out to snatch insects. After these short flights, it often (but not always) returns to the same perch. Nondescript plumage with dull wingbars. Note the song, which is a buzzy, descending ",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/65617091/900,"NA,SA",Gray,Contopus sordidulus,Passeriformes,Tyrannidae,Flycatchers,Open Woodlands,Insects,Tree,Flycatching,Common Bird in Steep Decline,"Open woodlands throughout the West come alive when Western Wood-Pewees return for the summer. These grayish brown flycatchers use exposed branches as their stage; they put on quite a good show, sallying back and forth while nabbing flying insects with stunning precision. They sit tall when perched, showing off their partially buttoned gray vest while singing a burry and nasal version of their name all summer long. They look nearly identical to their eastern cousin, the Eastern Wood-Pewee, but they sing a burrier song."
White-breasted Nuthatch,whbnut,"Frequents backyards, parks, and suburbs; favors mature deciduous trees. White face contrasts with black cap and blue-gray upperparts; belly is slightly grayer with brown on the undertail. Creeps along tree trunks and branches, often upside down, in search of seeds and insects. Small, roughly sparrow-sized with large head, no neck, and long, slightly upturned bill. Listen for insistent nasal yammering. Visits feeders.",https://test.cdn.download.ams.birds.cornell.edu/api/v1/asset/68039391/900,NA,Gray,Sitta carolinensis,Passeriformes,Sittidae,Nuthatches,Forests,Insects,Cavity,Bark Forager,Low Concern,"A common feeder bird with clean black, gray, and white markings, White-breasted Nuthatches are active, agile little birds with an appetite for insects and large, meaty seeds. They get their common name from their habit of jamming large nuts and acorns into tree bark, then whacking them with their sharp bill to “hatch” out the seed from the inside. White-breasted Nuthatches may be small but their voices are loud, and often their insistent nasal yammering will lead you right to them."
